Class,latitude,longitude,Location,Guidance Value(Rs. per square foot),Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8
2,22.53362563,88.34932015,Alipore,7344,9149,9510,10319,10269,11676,12126,11486,43328
2,22.53334979,88.34990084,Ballygunge,8280,9057,9622,10499,10480,12424,11821,10775,43244
2,22.53389168,88.3499061,Ballygunge,7110,9184,9558,10404,10342,12109,13287,12530,43269
2,22.53417485,88.34845042,Alipore,6264,8999,9300,9960,9699,11006,11760,11151,43257
2,22.5341773,88.34815876,Alipore,8280,8897,9244,9961,9711,10885,11515,10982,43269
2,22.53445557,88.3472864,Alipore,6264,9015,9379,10124,9875,11179,11480,10953,43315
2,22.53446045,88.34670307,Alipore,6525,8964,9350,10162,9964,11670,12230,11600,43410
2,22.53419195,88.34640878,Alipore,6264,8850,9208,10034,9847,11830,12250,11454,43485
2,22.53391368,88.34728114,Alipore,6264,9084,9389,10062,9798,11000,11402,10915,43321
2,22.53364274,88.34727851,Alipore,6264,9053,9413,10244,10090,11446,12086,11440,43351
2,22.53336691,88.34785921,Alipore,6174,9028,9370,10142,10082,11405,12355,11840,43274
2,22.53336202,88.34844253,Alipore,7227,8978,9232,9895,9726,10924,12083,11343,43198
2,22.53363052,88.34873682,Alipore,6525,9207,9452,10119,9894,11369,11867,11324,43182
2,22.53308374,88.34931488,Alipore,6174,9072,9483,10388,10399,12216,12665,11801,43323
2,22.5330813,88.34960654,Ballygunge,7344,9108,9773,10773,10812,12461,12581,11417,43289
2,22.53362318,88.34961181,Ballygunge,6264,9019,9377,10192,10060,12006,12047,11112,43313
2,22.53308863,88.34873156,Alipore,6264,9227,9533,10146,9932,11152,12267,11527,43196
2,22.53309108,88.3484399,Alipore,6525,9122,9406,10039,9892,11004,12047,11488,43206
2,22.53336691,88.34785921,Alipore,6264,9028,9370,10142,10082,11405,12355,11840,43274
2,22.53310085,88.34727326,Alipore,6030,9008,9512,10484,10544,11757,12587,12053,43312
2,22.57813452,88.46500396,New Town,6174,8734,9471,10756,10666,12747,12202,11167,42696
2,22.57783163,88.46850197,New Town,6525,9239,10043,11467,11628,13330,12858,11803,42815
2,22.57812121,88.46646266,New Town,8280,9165,9603,10851,10744,13163,13191,11874,42909
2,22.57704548,88.46557598,New Town,6264,9265,10138,11605,12032,13779,13375,12529,42861
2,22.57623802,88.46498391,New Town,8514,9336,10024,11114,11292,13080,13495,12077,42776
2,22.57541991,88.46555878,New Town,7227,9314,10032,11412,11707,14277,13797,12446,42845
2,22.57513034,88.46759806,New Town,6264,9597,10397,11712,11937,13918,13951,12587,42692
2,22.57647698,88.46848762,New Town,6264,9601,10475,11955,12137,13995,14014,12167,42720
2,22.57781562,88.47025241,New Town,9801,9054,9888,11416,11691,13340,12971,11855,42893
2,22.57592446,88.46964882,New Town,6264,9407,10229,11892,12291,14063,13324,12046,42706
2,22.58109343,88.46736945,New Town,6525,9682,10572,12217,12590,15174,13202,11527,42803
2,22.5805249,88.47028116,New Town,6264,9094,9826,11383,11532,14880,13447,11679,42878
2,22.58298193,88.46826479,New Town,9099,9202,10130,11825,11751,15792,14669,12111,42644
2,22.58054091,88.46853069,New Town,6264,9815,10596,12001,12255,14724,13616,12129,43010
2,22.58294989,88.47176579,New Town,6525,9131,9890,11285,11423,13422,12940,11443,42656
2,22.58351311,88.46943754,New Town,7344,8684,9601,11374,11337,14870,13498,11573,42549
2,22.58110675,88.46591071,New Town,6264,9213,10076,11669,11685,13080,12194,11075,42784
2,22.57757402,88.4670404,New Town,6264,8859,9655,11173,11441,13553,13682,12510,42800
2,22.58213443,88.4720489,New Town,6174,8769,9548,11063,11101,14424,12998,11221,42730
2,22.58243474,88.46884254,New Town,6030,9627,10536,12058,12110,14264,12833,11712,42672
2,22.58333452,88.42916982,Salt Lake,6174,9721,10295,11367,11481,13799,13210,11797,43044
2,22.58198764,88.42828058,Salt Lake,6264,9955,10455,11454,11458,14506,13957,12532,42941
2,22.58251394,88.4300367,Salt Lake,7110,9699,10158,11133,10980,14146,13347,11734,42923
2,22.58171152,88.4288613,Salt Lake,7110,9788,10393,11330,11423,14096,13229,11637,43007
2,22.583061,88.42945878,Salt Lake,6264,9981,10603,11541,11680,14158,13564,12301,43036
2,22.58252432,88.42886968,Salt Lake,6525,9843,10443,11571,11790,14329,13891,12464,43016
2,22.58358987,88.43092316,Salt Lake,7110,9657,10115,11019,11083,13990,13393,12069,43140
2,22.58359767,88.43004789,Salt Lake,8514,9733,10215,11185,11304,13803,13708,12375,43187
2,22.58305061,88.4306258,Salt Lake,6264,9886,10553,11679,11869,14485,14008,12453,43078
2,22.58387379,88.42946717,Salt Lake,8280,9739,10224,11108,11146,13595,13465,12259,43074
2,22.58361324,88.42829734,Salt Lake,7344,9729,10333,11539,11643,14009,13532,12206,42909
2,22.58441566,88.42947276,Salt Lake,7344,9528,9919,10606,10509,13077,13757,12591,43022
2,22.58440527,88.43063979,Salt Lake,6264,9177,9747,10688,10712,13181,12366,11093,43085
2,22.58412914,88.43122051,Salt Lake,6525,9587,10086,11129,11217,13912,13731,12502,43115
2,22.58385301,88.43180123,Salt Lake,6174,9687,10219,11260,11196,14182,13844,12435,43038
2,22.58415251,88.42859469,Salt Lake,8280,9372,9701,10485,10342,13121,12829,11641,42914
2,22.58358207,88.43179843,Salt Lake,8280,9844,10577,11619,11739,14540,13684,12007,43000
2,22.58521547,88.43093995,Salt Lake,6525,9559,9912,10701,10728,12885,13008,11790,43029
2,22.58550458,88.42890042,Salt Lake,7110,8802,9065,9746,9526,12264,11894,10775,42923
2,22.58495752,88.42947835,Salt Lake,6264,9369,9676,10483,10469,12864,13190,11956,42990
2,22.58551496,88.42773338,Salt Lake,6525,9121,9436,10223,10120,12833,12972,11585,42954
2,22.58525181,88.4268553,Salt Lake,6525,9719,10101,11077,11208,13313,13450,12621,42946
2,22.58552792,88.42627457,Salt Lake,6525,9281,9687,10632,10573,12614,12227,11217,42948
2,22.58604904,88.42861425,Salt Lake,7227,9056,9422,10191,10020,12805,11680,10586,42943
2,22.58606201,88.42715544,Salt Lake,6264,9190,9525,10249,10062,12566,12543,11354,43014
2,22.58606979,88.42628015,Salt Lake,6525,9547,9790,10486,10199,12729,12630,11686,43100
2,22.58715093,88.42658308,Salt Lake,7344,9455,9891,10664,10717,12852,12838,12134,43143
2,22.58794038,88.42921735,Salt Lake,9801,9195,9567,10335,10184,12322,12530,11582,42847
2,22.5874089,88.42804469,Salt Lake,6174,9302,9581,10336,10222,12393,12566,11705,43012
2,22.58739072,88.43008705,Salt Lake,6264,9144,9534,10358,10221,12521,12515,11655,43030
2,22.57145257,88.39374434,Salt Lake,9099,9097,9610,10612,10452,12571,11884,10934,43314
2,22.57145004,88.39403608,Salt Lake,6174,9153,9679,10552,10523,12255,12101,11140,43410
2,22.57118416,88.39344988,Salt Lake,7344,9277,9698,10589,10487,12593,12804,11886,43310
2,22.5711791,88.39403336,Salt Lake,7110,9263,9601,10455,10273,12566,12489,11424,43390
2,22.57091322,88.39344716,Salt Lake,8280,9385,9709,10511,10378,12739,12383,11444,43229
2,22.57063723,88.39402791,Salt Lake,6264,9360,9612,10360,10098,12239,12220,11226,43220
2,22.57091322,88.39344716,Salt Lake,6264,9385,9709,10511,10378,12739,12383,11444,43229
2,22.57063723,88.39402791,Salt Lake,6525,9360,9612,10360,10098,12239,12220,11226,43220
2,22.57063976,88.39373617,Salt Lake,6525,9431,9680,10360,10079,12142,12698,11831,43219
2,22.57064229,88.39344444,Salt Lake,6264,9448,9852,10672,10648,12531,12985,12307,43239
2,22.57037135,88.39344171,Salt Lake,6525,9590,10011,10914,10935,12772,13426,12416,43257
2,22.57036882,88.39373345,Salt Lake,9801,9627,9869,10536,10334,12709,12879,11894,43242
2,22.57037388,88.39314998,Salt Lake,6030,9372,9920,10866,10915,12752,13013,12054,43266
2,22.57009788,88.39373072,Salt Lake,6525,9495,9763,10466,10235,12086,12716,11885,43279
2,22.569832,88.39314453,Salt Lake,6174,9283,9692,10523,10454,12716,12373,11296,43496
2,22.56982947,88.39343627,Salt Lake,9801,9344,9662,10437,10295,12716,12713,11548,43480
2,22.57036629,88.39402518,Salt Lake,7110,9559,9927,10668,10576,12491,12712,11852,43249
2,22.57009535,88.39402246,Salt Lake,6525,9375,9729,10572,10387,12581,12730,11706,43286
2,22.57036376,88.39431691,Salt Lake,6525,9452,9932,10845,10826,12667,12747,11820,43298
2,22.57010547,88.39285552,Salt Lake,9099,9269,9936,10872,10929,12761,12409,11506,43296
2,22.52001461,88.3885614,Kasba,6264,9383,9869,10716,10700,12931,12493,11322,43030
2,22.51947776,88.38797273,Kasba,8280,9324,9552,10259,10020,12773,12713,11603,42925
2,22.51920179,88.38855328,Kasba,6525,9064,9420,10271,10129,12521,12234,11319,42932
2,22.51974115,88.38885032,Kasba,7110,9347,9864,10782,10914,12900,12284,11116,42940
2,22.51973612,88.38943357,Kasba,6264,9171,9573,10417,10288,13708,12567,11255,43001
2,22.51838645,88.38883678,Kasba,6264,9510,10056,11009,11075,13283,13376,12078,42972
2,22.51919424,88.38942816,Kasba,6264,9178,9516,10279,10183,12384,12618,11610,43022
2,22.51837639,88.39000328,Kasba,7344,9199,9495,10187,9989,12327,13278,12385,43004
2,22.51946015,88.39001412,Kasba,7227,9349,9765,10623,10584,13105,12900,11857,43028
2,22.51946266,88.38972249,Kasba,9801,9425,9754,10566,10413,12602,12715,11856,43048
2,22.51973109,88.39001683,Kasba,6525,9172,9590,10337,10285,13075,12559,11290,43000
2,22.52055146,88.38915007,Kasba,6525,9603,9959,10683,10718,12849,12702,11716,43020
2,22.51972605,88.39060008,Kasba,8280,9564,10072,10992,11068,12762,12586,11705,43003
2,22.51945259,88.390889,Kasba,9801,9503,9999,10883,10965,12732,12870,11912,43036
2,22.51918417,88.39059466,Kasba,9801,9538,10006,10854,10931,13169,13746,12863,43059
2,22.51945007,88.39118063,Kasba,6525,9632,10063,11018,11186,13298,13153,12304,43138
2,22.51999195,88.39118605,Kasba,7110,9551,10100,11113,11235,13476,13685,12760,43084
2,22.51997934,88.39264419,Kasba,6030,9606,9929,10605,10441,13652,13290,12149,43078
2,22.52052122,88.39264962,Kasba,6264,10028,10277,10842,10726,12827,13083,12148,43146
2,22.52106814,88.39207179,Kasba,6264,9624,9995,10709,10638,12635,12882,11872,43016
2,22.52024523,88.39323016,Kasba,6264,9677,10036,10702,10671,12697,13074,12127,43133
2,22.51942989,88.39351364,Kasba,6264,9398,9803,10506,10465,12476,13052,12221,43039
2,22.51915643,88.39380255,Kasba,7227,9535,10003,10818,10804,12886,13166,12145,43031
2,22.51915138,88.3943858,Kasba,7227,9379,9909,10725,10720,12604,12049,10952,43200
2,22.51914885,88.39467743,Kasba,9801,9636,10157,11030,11103,13101,13250,12158,43218
2,22.52051617,88.39323288,Kasba,6264,9956,10280,10962,11046,12957,13353,12586,43143
2,22.59255522,88.39745834,Lake Town,7110,9644,10068,10887,10916,13243,13958,12656,43179
2,22.59388957,88.39980627,Lake Town,8514,9273,9607,10365,10322,13159,12928,11721,43040
2,22.59415033,88.40097614,Lake Town,9801,9454,9792,10442,10416,12868,13004,12005,43219
2,22.5930615,88.40154874,Lake Town,6264,9491,10011,10792,11012,13315,13196,12062,43145
2,22.59173988,88.39774192,Lake Town,7110,9465,10041,11002,11078,13097,13216,12126,43272
2,22.59037757,88.39860357,Lake Town,6030,9403,9718,10634,10436,12798,12946,11879,43174
2,22.59280837,88.39950354,Lake Town,8514,9474,9930,10725,10792,12896,12953,11963,43236
2,22.59010156,88.39918438,Lake Town,7227,9394,9893,10881,10967,13452,13020,11845,43200
2,22.5908991,88.40094325,Lake Town,6525,9350,9890,10843,10854,13645,12724,11191,43126
2,22.5911573,88.40240487,Lake Town,6264,9919,10564,11732,11927,14395,14507,13218,43059
2,22.59226396,88.39978984,Lake Town,6264,9525,9991,10897,10910,13014,13440,12361,43140
2,22.59576321,88.40245153,Lake Town,7344,9137,9497,10332,10156,12554,12511,11642,43068
2,22.59547952,88.40390771,Lake Town,8280,9438,9860,10669,10724,12606,12585,11589,43208
2,22.5949504,88.40244329,Lake Town,9801,9708,10107,10951,11055,12851,13041,11890,43094
2,22.5941325,88.40301862,Lake Town,6174,9477,9876,10675,10650,13242,12985,11764,43087
2,22.59466417,88.40419125,Lake Town,6264,9293,9654,10425,10459,12426,13277,12462,43125
2,22.5938437,88.40505835,Lake Town,6030,9415,10009,10823,10966,13201,13690,12339,43042
2,22.5930411,88.40388298,Lake Town,6264,9710,10108,11052,10961,14461,13873,12328,43084
2,22.59275485,88.40563091,Lake Town,6174,9873,10371,11180,11129,13390,13227,12181,43104
2,22.59113945,88.4044473,Lake Town,8514,10055,10460,11363,11228,14215,14665,13366,42896
2,22.59088382,88.4026939,Lake Town,6264,9952,10650,11807,12027,14250,13864,12531,42974
2,22.59007865,88.40181035,Lake Town,9801,9799,10356,11420,11482,14142,13601,12279,42985
2,22.58954951,88.400346,Lake Town,7110,9238,9821,10794,10816,13464,12561,11367,42942
2,22.58929383,88.39859262,Lake Town,8514,9673,10197,11066,11070,13323,13260,12023,43094
2,22.59173226,88.39861725,Lake Town,6525,9617,10069,10948,11074,13456,13350,11995,43306
2,22.59093215,88.39715016,Lake Town,6264,9627,10118,10751,10609,13362,13689,12551,43246
2,22.59251962,88.40154325,Lake Town,9099,9418,9979,10645,10695,12841,12750,11844,43051
2,22.58845813,88.40121035,Lake Town,7344,9760,10356,11420,11532,14082,13592,12075,43103
2,22.58711363,88.40002957,Lake Town,7344,9754,10391,11489,11605,14285,13902,12335,43158
2,22.58575895,88.40001588,Salt Lake,6525,9730,10143,10989,10799,13654,14200,12914,43112
2,22.58655649,88.40177469,Salt Lake,7344,9231,9611,10530,10421,13083,12878,11781,43009
2,22.58737439,88.40119938,Lake Town,7227,9281,9707,10583,10486,13341,12459,11133,43171
2,22.58817191,88.40295823,Salt Lake,6030,9547,10054,11158,11286,13869,13668,12287,43107
2,22.58761984,88.40411981,Salt Lake,7110,9177,9846,10954,10917,13598,12511,11048,42981
2,22.58842499,88.40500337,Salt Lake,6264,9252,9604,10610,10331,13808,12995,11574,43025
2,22.59033175,88.40385551,Lake Town,7344,9805,10576,11750,11824,14268,13603,12371,42876
2,22.59682654,88.40479681,Lake Town,6525,9476,9781,10457,10288,12716,12952,12011,42949
2,22.59763169,88.40568043,Lake Town,9801,9388,9693,10473,10315,12579,12804,12181,42917
2,22.59601119,88.40508035,Lake Town,6525,9299,9567,10361,10130,12524,12187,11281,43057
2,22.59519327,88.40565567,Lake Town,6525,9537,9912,10761,10769,12675,12976,12169,43173
2,22.59626679,88.40683382,Lake Town,6264,9176,9528,10334,10189,12524,12440,11183,43079
2,22.59843171,88.40714764,Lake Town,6525,9338,9604,10392,10139,12109,12664,11730,43001
2,22.59869497,88.40802577,Lake Town,7227,9123,9405,10019,9737,12280,11905,10777,42997
2,22.59733262,88.40888735,Lake Town,6264,9292,9622,10376,10207,12590,12499,11547,43073
2,22.59734286,88.4077202,Lake Town,6525,9394,9794,10593,10528,13036,12960,11745,43120
2,22.59464374,88.40652551,Lake Town,6264,9478,9803,10457,10461,13158,13640,12468,43213
2,22.59355488,88.40709807,Lake Town,6264,9643,9980,10621,10534,13040,13497,12218,43250
2,22.5943549,88.40856524,Lake Town,6264,9561,10045,11048,10961,13343,13723,12833,43285
2,22.5951549,88.41003243,Salt Lake,6525,9596,10098,11139,11174,13301,13419,12288,43166
2,22.59625144,88.40858453,Lake Town,8514,9301,9633,10508,10420,12642,13017,12003,43103
2,22.59543352,88.40915983,Lake Town,7110,9681,10129,10912,10956,13555,14277,13118,43310
2,22.5930079,88.40767612,Salt Lake,9801,9589,10124,11049,11145,13348,13306,12208,43224
2,22.59433697,88.41060771,Salt Lake,7110,9977,10802,11983,12122,14473,14154,12730,43100
2,22.58980008,88.40268292,Lake Town,8280,9320,9964,11139,11016,14195,12976,11340,42918
2,22.58573859,88.40235,Salt Lake,6030,9286,9872,10855,11083,13077,13545,12588,43053
2,22.58520944,88.40088569,Salt Lake,6525,9188,9471,10289,9881,12495,12329,11449,42996
2,22.59191648,88.40854043,Salt Lake,6525,9878,10510,11663,11737,13944,12961,11646,43146
2,22.59082762,88.40911296,Salt Lake,6174,9582,10145,11170,11230,13915,13808,12666,43147
2,22.59243017,88.4117555,Salt Lake,8280,9815,10409,11451,11447,13791,13242,11795,43018
2,22.5935216,88.41089121,Salt Lake,8280,9855,10490,11678,11668,14345,13755,12269,43048
2,22.56291104,88.40999606,Salt Lake,6264,9482,9875,10781,10526,12557,11931,10921,42958
2,22.56317942,88.41029053,Salt Lake,6525,9275,9557,10383,9891,12016,11653,10898,42973
2,22.5642606,88.41059327,Salt Lake,8514,9069,9349,10151,9604,11762,12232,11095,43036
2,22.56371361,88.41117119,Salt Lake,6030,10413,10928,11956,11929,14650,14621,12616,42960
2,22.5631743,88.41087396,Salt Lake,6525,9785,10243,11127,10920,13440,13072,11898,42996
2,22.56316918,88.41145739,Salt Lake,6174,9810,10279,11273,11033,14285,13155,11176,42988
2,22.56398198,88.41146567,Salt Lake,6525,9878,10235,11297,10983,14344,13249,11172,42935
2,22.56424267,88.4126353,Salt Lake,9801,9342,9607,10530,9990,13610,12511,11241,42894
2,22.56343242,88.4123353,Salt Lake,7227,9108,9344,10284,9679,13205,11915,10634,42900
2,22.56315123,88.41349941,Salt Lake,6030,9344,9681,10521,10228,13450,12653,11143,43001
2,22.56396404,88.41350769,Salt Lake,6264,9189,9434,10312,9907,12597,12662,11459,42885
2,22.56534178,88.41089602,Salt Lake,6525,8962,9469,10591,10296,13144,11960,10504,42984
2,22.5666939,88.41120153,Salt Lake,9801,9520,10140,11118,11146,13091,12534,11490,42852
2,22.56831439,88.41180153,Salt Lake,6525,9097,9382,9994,9897,11918,11771,10947,43071
2,22.5696665,88.41210706,Salt Lake,8514,9122,9593,10543,10556,12461,12475,11393,43195
2,22.57347497,88.41039528,Salt Lake,6174,9504,10182,11275,11304,13636,12820,11445,43159
2,22.57320915,88.40980904,Salt Lake,6174,9625,10292,11534,11569,14006,13337,11841,43049
2,22.57239891,88.40950904,Salt Lake,6525,9366,10082,11228,11213,13943,12569,11331,42918
2,22.57157074,88.41125118,Salt Lake,7344,9656,10238,11344,11389,13427,12927,11701,43098
2,22.57265448,88.41126221,Salt Lake,6264,9864,10473,11404,11441,13880,14265,12756,43034
2,22.57158354,88.40979251,Salt Lake,7227,9454,10084,11032,11059,13314,12386,11193,43044
2,22.57211773,88.41067323,Salt Lake,7227,9678,10415,11489,11721,14023,13427,11920,43066
2,22.57346729,88.41127049,Salt Lake,7344,9588,10139,11048,11164,13614,13103,11618,43070
2,22.57402196,88.40981731,Salt Lake,8514,9833,10408,11434,11363,14122,13224,11832,43073
2,22.57267496,88.40892832,Salt Lake,6525,9494,10174,11484,11479,13767,12872,11530,43041
2,22.57211005,88.41154843,Salt Lake,7344,9796,10393,11598,11658,13812,13169,11767,42981
2,22.57293054,88.4106815,Salt Lake,7110,9641,10307,11349,11410,13776,13083,11753,43098
2,22.57319635,88.41126773,Salt Lake,9801,9516,10056,11085,11116,13298,13036,11597,43053
2,22.5718468,88.41067047,Salt Lake,8280,9636,10282,11454,11644,13766,13628,12087,43104
2,22.57261856,88.41534652,Salt Lake,6264,9418,9987,11064,11137,13366,12812,11449,42950
2,22.57207669,88.41534098,Salt Lake,6264,9580,10180,11167,11205,13505,13002,11646,42954
2,22.57072715,88.41474369,Salt Lake,6030,9350,9964,10908,10972,12935,12427,11301,42928
2,22.57044851,88.41561611,Salt Lake,7227,9311,9843,10978,10916,13558,12840,11490,42945
2,22.57287921,88.41651623,Salt Lake,7227,9446,10051,10969,11009,13012,12068,10788,42917
2,22.57288949,88.41534928,Salt Lake,6174,9422,9825,10758,10638,13508,13221,11738,42925
2,22.53386719,88.35282272,Ballygunge,6030,9156,9839,10882,10885,12605,12997,11860,43246
2,22.53360115,88.35223676,Ballygunge,6264,9091,9792,10854,10899,12867,12324,11036,43233
2,22.5333302,88.35223412,Ballygunge,7344,9075,9786,10835,10891,12627,12359,11337,43221
2,22.53279077,88.35193719,Ballygunge,8514,9254,9904,11090,11243,12661,12582,11509,43161
2,22.53251982,88.35193455,Ballygunge,7110,9293,10011,11114,11187,12533,12295,11257,43181
2,22.53251492,88.35251787,Ballygunge,6264,9025,9805,11230,11367,12819,12717,11513,43203
2,22.53305681,88.35252315,Ballygunge,6264,8949,9624,10763,10779,12327,11834,10833,43235
2,22.53332285,88.35310911,Ballygunge,7227,9220,9950,11308,11395,13186,12493,11632,43248
2,22.52189104,88.39091341,Kasba,6525,9483,10056,11072,11093,13294,12584,11364,42913
2,22.52188096,88.39207994,Kasba,7110,9361,9826,10648,10670,12598,12123,11118,42944
2,22.52134665,88.39119961,Kasba,6264,9535,10196,11172,11222,13149,12918,11673,42879
2,22.5210631,88.39265505,Kasba,6264,9737,9957,10630,10520,13009,12906,11881,43045
2,22.52050607,88.39439939,Kasba,6264,9614,10000,10879,10889,12992,12450,11560,43069
2,22.51995661,88.39526884,Kasba,6264,9386,9778,10628,10510,13192,12278,11026,43175
2,22.51940968,88.39584665,Kasba,6525,9786,10225,10884,10789,13203,13218,12077,43240
2,22.52132394,88.39382429,Kasba,7110,9940,10274,11004,11052,13149,13536,12524,42998
2,22.52105048,88.3941132,Kasba,6525,9487,9827,10460,10295,12875,12332,11211,42992
2,22.52241779,88.39266863,Kasba,9801,9543,10100,10891,10972,12753,12615,11610,42979
2,22.52242536,88.39179373,Kasba,6264,9376,9880,10686,10628,13228,12729,11666,42869
2,22.52243292,88.39091883,Kasba,6174,9317,9883,10867,10789,13513,12549,11019,42836
2,22.57423903,88.4159466,Salt Lake,6030,9499,10118,11151,11182,13651,12880,11464,42878
2,22.57452281,88.41449067,Salt Lake,8514,9993,10609,11663,11784,13980,13437,12151,42939
2,22.57398094,88.41448513,Salt Lake,8514,9709,10293,11311,11352,13634,12970,11624,42926
2,22.57478089,88.41595213,Salt Lake,7110,9419,9789,10851,10730,13150,13038,11656,42884
3,22.49120349,88.36727896,Jadavpur,3600,9215,9720,10626,10581,12850,12982,11834,43213
3,22.49147196,88.36757319,Jadavpur,5094,9555,10009,10746,10842,12940,13934,13001,43184
3,22.49147443,88.36728162,Jadavpur,3222,9508,10033,10704,10708,13240,14026,12952,43186
3,22.49120596,88.36698739,Jadavpur,3573,9477,10013,11001,11020,13327,13275,12061,43243
3,22.49066408,88.36698206,Jadavpur,3573,9472,10076,11147,11320,13020,13309,12266,43225
3,22.49093255,88.3672763,Jadavpur,3690,9203,9770,10733,10820,13101,13154,11952,43259
3,22.49093007,88.36756787,Jadavpur,5004,9402,9955,10960,11066,12995,13472,12529,43254
3,22.49120101,88.36757053,Jadavpur,5094,9383,9885,10756,10808,12829,13307,12274,43211
3,22.4917429,88.36757585,Jadavpur,5004,9316,9862,10827,10875,13087,12877,11782,43124
3,22.49201137,88.36787009,Jadavpur,3690,9136,9721,10714,10749,13305,13257,11911,43061
3,22.49174043,88.36786743,Jadavpur,3600,9415,9904,10776,10822,13278,13937,12991,43119
3,22.49202374,88.36641223,Jadavpur,5940,9283,9728,10604,10499,13131,12808,11538,43147
3,22.49310256,88.36700602,Jadavpur,3222,9260,9988,11233,11330,13587,13528,12358,43208
3,22.49256315,88.36670912,Jadavpur,5094,9174,9568,10510,10372,12995,13079,11738,43100
3,22.49282915,88.36729493,Jadavpur,5940,9174,9848,10992,11136,13379,13143,11938,43073
3,22.4925582,88.36729227,Jadavpur,3690,9321,9935,10963,11050,13191,13352,12087,43039
3,22.49202126,88.3667038,Jadavpur,3456,9202,9641,10488,10348,12868,12709,11413,43131
3,22.49337103,88.36730026,Jadavpur,5940,9070,9652,10745,10756,12897,12523,11436,43229
3,22.4936395,88.3675945,Jadavpur,5355,9025,9485,10385,10253,12489,13072,12138,43239
3,22.49391044,88.36759716,Jadavpur,5094,9113,9438,10139,9764,12458,12587,11419,43246
3,22.49363703,88.36788607,Jadavpur,3690,9176,9646,10564,10403,12949,13296,12331,43226
3,22.49336856,88.36759183,Jadavpur,3573,8914,9504,10587,10565,13044,13020,11865,43226
3,22.49363455,88.36817765,Jadavpur,4419,9240,9759,10656,10574,13255,13282,12161,43222
3,22.49390549,88.36818031,Jadavpur,3573,9202,9828,10697,10778,13058,13522,12330,43220
3,22.49417891,88.3678914,Jadavpur,3690,9008,9496,10542,10461,13342,12898,11514,43218
3,22.49257551,88.36525125,Jadavpur,3222,9383,9779,10611,10442,12239,12431,11523,43205
3,22.49284892,88.36496234,Jadavpur,5940,9417,9844,10583,10585,12589,13055,12167,43169
3,22.49257798,88.36495968,Jadavpur,3573,9592,10014,10774,10736,12784,13434,12475,43198
3,22.49311493,88.36554815,Jadavpur,3690,8962,9210,10034,9537,13272,12509,11298,43195
3,22.49230457,88.3652486,Jadavpur,3456,9547,9927,10684,10651,12932,13230,12195,43220
3,22.4931174,88.36525657,Jadavpur,3690,9241,9572,10440,10227,12519,12771,11866,43168
3,22.49365681,88.36555346,Jadavpur,5094,9075,9596,10687,10568,13071,12852,11544,43185
3,22.49392775,88.36555612,Jadavpur,3690,9274,9915,10908,10933,12994,12472,11335,43173
3,22.4941987,88.36555878,Jadavpur,3690,9500,10225,11339,11445,13153,12934,11768,43316
3,22.49365928,88.36526189,Jadavpur,5094,9483,10080,11040,11119,13308,13482,12331,43149
3,22.49446964,88.36556144,Jadavpur,4419,9545,10286,11585,11746,13776,13093,11825,43308
3,22.4944647,88.3661446,Jadavpur,3690,9514,10235,11385,11557,14540,14664,13217,43417
3,22.49392528,88.3658477,Jadavpur,5940,9130,9866,10915,10949,13552,13013,11637,43212
3,22.49393023,88.36526455,Jadavpur,3573,9908,10642,11556,11748,14082,14247,12888,43136
3,22.49257304,88.36554283,Jadavpur,3105,9238,9530,10320,10006,12736,12349,11102,43202
3,22.49203362,88.36524594,Jadavpur,5940,9654,10153,10882,10906,13065,13714,12590,43228
3,22.49203609,88.36495437,Jadavpur,3222,9786,10288,11024,11027,13407,13934,12746,43243
3,22.49203115,88.36553751,Jadavpur,5940,9595,10094,10959,10990,13296,13823,12560,43214
3,22.49230704,88.36495702,Jadavpur,5355,9819,10314,11018,11060,13528,14309,13349,43228
3,22.49203362,88.36524594,Jadavpur,5940,9654,10153,10882,10906,13065,13714,12590,43228
3,22.62065091,88.40708179,Dum Dum,3690,9498,10243,11387,11587,13287,13658,12716,42920
3,22.62010904,88.40707628,Dum Dum,3600,9454,10168,11324,11433,13206,13092,12033,42881
3,22.61956973,88.40677893,Lake Town,3222,9555,10269,11350,11430,13344,13075,11760,42885
3,22.61902786,88.40677342,Lake Town,3690,9916,10679,11773,11952,13720,13704,12547,42994
3,22.61848599,88.4067679,Lake Town,3222,9723,10328,11475,11476,14141,13390,11790,43112
3,22.61875437,88.40706249,Lake Town,3690,9719,10407,11574,11632,13583,13329,12099,43191
3,22.61929367,88.40735984,Lake Town,5094,9846,10637,11800,12012,13877,14529,13243,42883
3,22.61983554,88.40736536,Dum Dum,3105,9631,10289,11415,11571,13414,13721,12699,42846
3,22.62037741,88.40737087,Dum Dum,5940,9566,10307,11427,11593,13043,13172,12222,42907
3,22.62038253,88.4067872,Dum Dum,5940,9395,10076,11247,11322,13314,13171,11853,42971
3,22.62064835,88.40737363,Dum Dum,5940,9547,10299,11377,11506,13181,13052,12064,42933
3,22.62145859,88.40767374,Dum Dum,5940,9665,10410,11620,11782,13557,13375,12221,43008
3,22.62172952,88.4076765,Dum Dum,3573,9739,10418,11869,11931,13736,13960,12931,43005
3,22.62173208,88.40738466,Dum Dum,5940,9514,10305,11679,11759,13361,13018,11929,43018
