Class,latitude,longitude,Location,Guidance Value(Rs. per square meter.),Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8
2,12.92954334,77.58439208,Jayanagar,94800,8619,9070,9780,9960,11893,12312,11280,44183
2,12.92954882,77.58383951,Jayanagar,95000,8649,9130,10294,10399,12718,12478,11630,44076
2,12.92955155,77.58356322,Jayanagar,95000,8380,8849,9910,9747,13371,12378,10863,44053
2,12.92900954,77.58355764,Jayanagar,150000,8160,8477,9438,9187,12566,10872,9451,43967
2,12.92793373,77.58271763,Jayanagar,90000,9665,10086,11503,11895,14316,14973,14185,44121
2,13.00443861,77.54785152,Rajajinagar,95000,12519,13284,15131,16215,20561,20131,18054,43548
2,13.00416489,77.54812513,Rajajinagar,94800,8866,10092,12955,13865,18314,18292,16100,43361
2,13.00389659,77.54784599,Rajajinagar,95000,9767,11506,13532,14259,17657,16957,14811,43605
2,13.00417031,77.54757238,Rajajinagar,105200,9431,11355,13800,14681,18108,17667,15520,43518
2,13.00390473,77.54701686,Rajajinagar,100000,9694,10735,12482,13452,15916,16202,14319,44221
2,13.00610232,77.5987264,Malleshwaram,120000,13354,13616,14781,15709,19517,18583,16231,41127
2,13.00583132,77.59872358,Malleshwaram,97000,13900,13918,15849,16511,20594,19571,17234,41003
2,13.00556032,77.59872075,Malleshwaram,150000,17681,17389,19269,19304,22425,21512,19108,40894
2,13.00528932,77.59871793,Malleshwaram,94800,19657,20007,20035,20946,23818,21662,19028,40790
2,13.00501832,77.59871511,Malleshwaram,122000,15369,16212,15861,17117,21149,18887,16539,40702
2,12.91672268,77.64670264,HSR Layout,111450,29362,29734,28629,28839,29952,24700,21562,39832
2,12.91645169,77.64669979,HSR Layout,90000,31289,31641,31022,31428,32409,27515,24354,39828
2,12.91644329,77.64752856,HSR Layout,95000,27599,28090,27819,28432,30346,26969,23496,39921
2,12.91617229,77.64752571,HSR Layout,122000,28427,28939,28085,28851,30773,26135,22727,39882
2,12.91698247,77.64781053,HSR Layout,95000,25056,25591,25247,26146,28706,25541,22337,40236
2,12.91697687,77.64836305,HSR Layout,122000,14178,14464,15887,17064,21044,20468,17498,40721
2,12.91752165,77.6480925,HSR Layout,90000,14881,15358,17352,18253,21973,21788,18631,40791
2,12.91724505,77.64864216,HSR Layout,100400,13620,14048,16336,16994,20762,21521,18924,41090
2,12.91453514,77.6486136,HSR Layout,100400,22649,22683,22276,22398,24071,19215,15737,39785
2,12.91453794,77.64833734,HSR Layout,120000,22221,22269,22339,22443,24184,19116,15416,39801
2,12.91454354,77.64778483,HSR Layout,97000,31267,31903,31410,31876,33143,27941,24108,39763
2,12.91508553,77.64779054,HSR Layout,111450,30695,31128,31564,31939,33169,29085,24420,39777
2,12.91509113,77.64723803,HSR Layout,100400,35386,35925,36450,37037,38081,32790,28221,39681
2,12.91509393,77.64696177,HSR Layout,95000,34823,35548,34965,35705,37031,30359,25701,39636
2,12.91400436,77.64750287,HSR Layout,94800,30966,31213,31416,31747,32731,26585,21627,39682
2,12.91373337,77.64750001,HSR Layout,105200,30288,30639,30107,30431,31432,24121,19122,39829
2,12.91372496,77.64832878,HSR Layout,100000,29040,29892,27687,28278,29753,22382,18506,39819
2,12.91398475,77.64943665,HSR Layout,100400,27361,28034,26140,26560,28157,22998,19783,40420
2,12.91452953,77.64916611,HSR Layout,95000,23825,23688,23106,23253,24594,20452,17094,40008
2,12.91453234,77.64888985,HSR Layout,100400,22492,22592,22097,22197,23952,19548,16024,39789
2,12.91560229,77.65028256,HSR Layout,150000,13422,13366,14297,15392,19835,18348,16182,41249
2,12.91560509,77.65000631,HSR Layout,95000,11476,11525,14012,15010,18911,18073,15947,41329
2,12.91505189,77.65110561,HSR Layout,95000,17421,17540,16684,17460,20561,17258,14974,40459
2,12.91613305,77.65139331,HSR Layout,111450,11504,11572,12328,13012,17097,15668,13696,40488
2,12.91559668,77.65083508,HSR Layout,105200,17696,17664,19111,19938,22881,21805,19127,40669
2,12.91506311,77.65000059,HSR Layout,95000,8805,8534,11626,12589,16921,17317,14689,41307
2,12.91506591,77.64972434,HSR Layout,95000,20236,20685,21952,22864,26175,24287,21234,40964
2,12.91452393,77.64971862,HSR Layout,95000,21909,22681,23912,24599,27641,25142,21986,40872
2,12.91318018,77.64859932,HSR Layout,120000,33610,34268,33818,34590,35735,29843,25735,39924
2,12.9126438,77.6480411,HSR Layout,100000,36568,37394,37470,38002,38883,32771,28238,39744
2,12.91292039,77.64749145,HSR Layout,95000,35719,36525,36098,36566,37345,30959,26192,39707
2,12.91319418,77.64721805,HSR Layout,105200,35905,36750,35677,36354,37445,29128,23900,39827
2,12.91292599,77.64693894,HSR Layout,105200,36700,37525,37099,37760,38896,30858,25620,39709
2,12.91375016,77.64584248,HSR Layout,111450,39923,40740,40058,40534,40986,33132,28449,39704
2,12.91348197,77.64556337,HSR Layout,95000,39622,40313,39556,39924,40230,32328,27759,39699
2,12.91429215,77.64584819,HSR Layout,95000,37701,38260,37601,38128,38623,31187,26699,39556
2,12.91428375,77.64667695,HSR Layout,150000,35206,35817,34933,35042,35359,28418,24196,39624
2,12.91457154,77.64502227,HSR Layout,100000,31210,31180,30143,30311,30556,23912,20541,39521
2,12.91430054,77.64501942,HSR Layout,150000,31749,31921,31193,31100,31250,24846,21334,39487
2,12.91429495,77.64557193,HSR Layout,122000,36559,36806,36594,36991,37319,30434,26152,39523
2,12.91402396,77.64556908,HSR Layout,150000,36511,37061,36286,36392,36503,28753,24481,39542
2,12.91483413,77.64585389,HSR Layout,95000,32975,33317,31987,32182,32621,25804,22233,39558
2,12.91510233,77.646133,HSR Layout,94800,31206,31552,30494,30746,31434,24996,20937,39512
2,12.91511072,77.64530423,HSR Layout,120000,26556,26668,24877,24875,25518,19081,15902,39605
2,12.91482854,77.6464064,HSR Layout,97000,32935,33282,32730,32946,33479,26721,22761,39579
2,12.9159181,77.64586531,HSR Layout,122000,31773,32350,32953,33413,34520,30616,26648,39738
2,12.9159153,77.64614156,HSR Layout,94800,30145,30471,30994,31652,33069,29220,24398,39669
2,12.9159125,77.64641782,HSR Layout,150000,29374,29773,29335,29898,31346,25799,21026,39715
2,12.9161779,77.64697319,HSR Layout,105200,29238,29560,30052,30024,30808,26835,23341,39804
2,12.91668625,77.650294,HSR Layout,100000,7227,8185,11120,10470,14574,14790,13027,41261
2,12.91640965,77.65084365,HSR Layout,97000,7633,7744,8628,9872,14986,13954,12294,40816
2,12.91641806,77.65001488,HSR Layout,111450,13576,13658,15235,16099,20043,19231,17250,41042
2,12.91695444,77.65057311,HSR Layout,100400,8645,8742,10106,9439,12372,12252,11210,41457
2,12.91640404,77.65139617,HSR Layout,94800,10124,9826,11661,12568,17083,16336,14248,40631
2,12.91614427,77.65028828,HSR Layout,95000,11555,11873,12857,13623,17787,16731,14582,41033
2,12.91722823,77.65029971,HSR Layout,95000,11252,12236,14432,14725,18861,18225,16051,41608
2,12.91777863,77.64947666,HSR Layout,100400,8897,9548,11265,12262,16992,17115,15507,41511
2,12.91778424,77.64892414,HSR Layout,95000,18466,18697,19989,21141,24752,23708,20862,41381
2,12.91833182,77.64837733,HSR Layout,95000,9557,9878,12124,12548,16852,16703,15269,41422
2,12.92790362,77.58575676,Jayanagar,111450,7925,8565,9990,10094,11545,10580,9708,43873
2,12.92736161,77.58575118,Jayanagar,95000,7847,8602,9995,10194,11895,11440,10330,43673
2,12.9268196,77.5857456,Jayanagar,100400,7203,8217,11527,11639,14536,15123,13407,43156
2,12.92573832,77.58545815,Jayanagar,94800,17927,18277,20151,21056,24038,24057,21101,42189
2,12.92519631,77.58545257,Jayanagar,100400,16864,17788,19182,20539,24486,24266,20912,42413
2,12.9252182,77.58324232,Jayanagar,100400,17168,17916,19385,20662,24224,23934,20805,41884
2,12.92603122,77.58325068,Jayanagar,111450,4806,5766,9809,10734,15222,15933,13974,42485
2,12.92576294,77.58297161,Jayanagar,94800,10835,11133,13271,14542,18892,18767,16436,42234
2,12.92602027,77.58435581,Jayanagar,100400,10236,11648,15109,15391,18913,18853,16283,42271
2,12.92655955,77.58463767,Jayanagar,100000,2899,3463,9360,9499,13612,14070,12614,42673
2,12.92712344,77.58243298,Jayanagar,97000,8565,9253,10831,11515,14038,15005,13564,43803
2,12.92766272,77.58271484,Jayanagar,105200,9029,9597,10919,11244,13132,14358,13146,44093
2,12.92738898,77.58298834,Jayanagar,150000,9488,10184,11642,12063,14181,13863,12357,43876
2,12.9265787,77.58270369,Jayanagar,111450,8682,9965,12518,13103,16077,16101,13786,43183
2,12.92712891,77.58188041,Jayanagar,100000,8953,9370,10626,10785,14466,13931,12506,43787
2,12.92655134,77.58546652,Jayanagar,100400,9973,9969,13267,14162,18567,19154,16514,42575
2,12.92655681,77.58491396,Jayanagar,120000,4961,5073,8529,9697,14609,15372,13554,42599
2,12.92600932,77.58546094,Jayanagar,120000,15276,15476,18020,18980,22413,22595,19740,42081
2,12.9260148,77.58490838,Jayanagar,90000,14201,14523,17323,18264,21695,21990,19440,42083
3,13.00030008,77.55527205,Rajajinagar,50000,9283,9791,11385,11885,13624,14281,12762,45021
3,12.99948433,77.5555401,Rajajinagar,53700,9393,10135,11646,12047,14437,14492,13339,45138
3,13.00110223,77.55638586,Rajajinagar,53700,8892,9479,11034,11212,14354,14285,13145,44894
3,12.99947617,77.55636921,Rajajinagar,55900,9229,9917,11578,12014,13735,14691,13645,45190
3,13.0008421,77.5552776,Rajajinagar,51100,9492,9961,11361,11745,13576,14934,13654,44986
3,12.97771651,77.53652391,Rajajinagar,50000,7553,8248,9708,9711,10796,10136,9401,44665
3,12.97717449,77.53651841,Rajajinagar,53700,6729,7622,9341,9254,10397,9836,9342,44566
3,12.9771637,77.5376238,Rajajinagar,51100,8214,8657,9737,9583,10233,9652,9219,44415
3,12.97662706,77.53706561,Rajajinagar,68350,6238,6896,8833,8691,10013,9711,9312,44375
3,12.97636414,77.53623381,Rajajinagar,80000,10385,12225,13923,14911,17175,17510,15198,44112
3,12.9780064,77.5345922,Rajajinagar,51100,7303,8316,10290,10480,11696,11478,10586,44407
3,12.97746167,77.53486306,Rajajinagar,50000,9196,9111,12828,13178,16696,18363,16125,44099
3,12.97529625,77.53456473,Rajajinagar,81500,18123,18872,21898,22155,24685,24757,22246,41468
3,12.9761066,77.53484932,Rajajinagar,71700,12801,12962,15371,15403,18289,18049,16333,42060
3,12.97639377,77.53319398,Rajajinagar,62000,17801,18640,19886,20482,22212,21623,18834,42076
3,12.96719001,77.53199531,Rajajinagar,71700,8865,9493,11026,11456,14458,13908,12767,45265
3,12.96773204,77.5320008,Rajajinagar,72010,8993,9706,10954,11300,14686,13754,12166,45272
3,12.96665604,77.53116081,Rajajinagar,50900,9638,10405,12806,13190,14561,15310,13217,45190
3,12.96774011,77.53117178,Rajajinagar,50000,9215,9739,11530,11934,14154,14390,12672,45130
3,12.96747178,77.5308927,Rajajinagar,52000,9065,9596,11469,11899,14213,13635,12526,45068
3,12.96692975,77.53088721,Rajajinagar,52000,9692,10487,11515,12029,14050,13454,12386,45089
3,12.96664529,77.53226617,Rajajinagar,68350,9076,9788,11478,12045,13624,14336,12805,45307
3,12.96719539,77.53144263,Rajajinagar,72400,8770,9312,10843,10920,13394,13447,12360,45182
3,12.96856122,77.53035098,Rajajinagar,71700,9074,9547,11391,11767,13767,13758,12586,44895
3,12.96802456,77.52979282,Rajajinagar,53700,8901,9833,11396,12042,14298,14960,13236,44980
3,12.96775892,77.5292374,Rajajinagar,67020,9008,9645,11032,11374,13655,13887,12694,45011
3,12.97314159,77.53316104,Rajajinagar,79300,15869,16544,19260,19718,22203,21290,18623,42372
3,12.97287595,77.5326056,Rajajinagar,62000,17604,18650,19624,20937,24121,23029,20297,42498
3,12.97233392,77.53260011,Rajajinagar,59000,13832,15417,15930,17748,21787,20137,17536,42845
3,12.97152088,77.53259188,Rajajinagar,72010,9197,9580,10839,10859,13466,14139,13133,43950
3,12.97098423,77.53203371,Rajajinagar,81500,9100,9799,11752,12063,14052,14685,13846,44844
3,12.97258879,77.53426093,Rajajinagar,68350,6330,7273,10083,10042,13381,14407,13179,43265
3,12.97177305,77.53452903,Rajajinagar,80000,9426,9985,11849,12079,14444,14188,13352,44303
3,12.97339914,77.53454551,Rajajinagar,87300,8891,9909,13952,14941,17938,17805,15800,43006
3,12.97395194,77.53344562,Rajajinagar,52000,11840,12124,14622,15364,18897,18792,16306,41850
3,12.97396271,77.53234023,Rajajinagar,59000,12646,13091,16471,16689,20357,21095,18228,43151
3,12.97450474,77.53234572,Rajajinagar,59000,8802,10331,13738,13808,17295,16990,15017,42911
3,12.97099498,77.53092833,Rajajinagar,72010,9716,10587,12132,12812,14552,14881,14099,44822
3,12.97098961,77.53148102,Rajajinagar,80000,8762,9485,11226,11393,13282,13293,12477,44909
3,12.97123102,77.53452354,Rajajinagar,80000,8450,9049,10781,10895,13758,13697,12202,44530
3,12.97097885,77.53258639,Rajajinagar,50000,9025,9713,11383,11616,14292,14580,13266,44766
3,12.99976078,77.55499013,Rajajinagar,80000,9246,9890,11382,11888,14107,14616,13547,45132
3,12.99948977,77.55498736,Rajajinagar,72400,9553,10167,11481,11786,13947,14653,13696,45126
3,13.00191526,77.55639419,Rajajinagar,72400,8697,9308,10940,10917,12342,11882,10958,44774
3,13.00135962,77.55777049,Rajajinagar,70000,9283,9520,10984,11094,13295,14514,13340,44959
3,13.0016388,77.55694416,Rajajinagar,55900,8910,9678,11213,11597,13424,14016,13201,44800
3,13.00246,77.55612337,Rajajinagar,50900,8040,8689,10237,10211,11243,10566,9734,44726
3,13.00245183,77.55695249,Rajajinagar,72400,8239,8830,10304,10299,11202,10430,9635,44638
3,13.00243821,77.55833435,Rajajinagar,62000,10185,11076,12490,13080,15513,15916,14371,44323
3,13.0021672,77.55833157,Rajajinagar,72010,10392,10967,12120,12492,15180,15411,13948,44511
3,13.00272012,77.55723164,Rajajinagar,50900,8161,8696,10001,10013,11076,10165,9464,44680
3,13.00299657,77.55668167,Rajajinagar,72010,7798,8474,9928,9911,10830,9907,9314,44575
3,13.00272829,77.55640252,Rajajinagar,67020,7899,8643,9996,10081,10816,10084,9423,44650
3,13.00137596,77.55611227,Rajajinagar,52000,8909,9385,10651,10797,13249,14159,12801,44863
3,13.00190436,77.55749968,Rajajinagar,72010,9308,9835,11005,11482,14183,13628,12359,44848
3,13.00162246,77.55860239,Rajajinagar,68350,8832,9493,11152,11482,13215,13741,12887,44759
3,13.00080943,77.55859405,Rajajinagar,55900,9042,9699,11229,11728,13675,14276,13308,45073
3,12.99945711,77.55830379,Rajajinagar,79300,9286,9918,11531,12106,14254,15418,14402,45205
3,12.98646558,77.61095882,MG Road,67020,9976,10671,12579,13130,14919,15647,14134,45334
3,12.98674491,77.61013262,MG Road,87300,9631,10130,11592,11931,13723,15059,14303,45572
3,12.98727025,77.61179635,MG Road,50000,9957,10296,12368,12506,15010,15992,14549,45006
3,12.98835702,77.61153133,MG Road,72010,9380,9877,11245,11588,13363,15157,14217,45663
3,12.98836535,77.6107023,MG Road,53700,9252,9755,11229,11613,13813,15391,14454,45650
3,12.9880999,77.61014678,MG Road,59000,9542,10156,11598,12130,14001,15469,14549,45613
3,12.98755513,77.61041746,MG Road,50000,9315,9985,11055,11486,13113,13449,12332,45669
3,12.98700758,77.61096448,MG Road,50000,9136,9631,11206,11424,13403,15200,14236,45462
3,12.98780946,77.61207836,MG Road,80000,9037,9501,10934,11341,13277,14600,13717,44919
3,12.98834868,77.61236037,MG Road,70000,9611,10080,11458,11815,13690,14386,13572,45241
3,12.98889346,77.61208969,MG Road,72010,9255,9619,10954,11101,12801,13991,13347,45389
3,12.98943823,77.61181901,MG Road,58500,9392,9986,11062,11581,13516,14770,13656,45318
3,12.98944657,77.61098997,MG Road,51100,8808,9381,10643,10904,12769,13595,12710,45294
3,12.98863079,77.61125782,MG Road,58500,9280,9771,11064,11424,13098,14520,13777,45687
3,12.9880888,77.61125216,MG Road,87300,9619,10237,11535,11956,14166,15234,14477,45744
3,12.98074079,77.53213249,Rajajinagar,78900,9174,9718,10955,11248,13625,14396,13231,44987
3,12.98046169,77.53295881,Rajajinagar,55900,8857,9488,11188,11727,13673,13782,12648,45092
3,12.98046708,77.5324061,Rajajinagar,78900,9134,9778,11300,11664,13483,14225,13292,44996
3,13.00055476,77.55693305,Rajajinagar,55900,9323,9887,11384,11549,13631,14635,13822,45017
3,13.00081488,77.55804131,Rajajinagar,50000,9209,9808,11130,11781,14072,14552,13287,45061
3,13.00109678,77.5569386,Rajajinagar,68350,9015,9833,11387,12037,13852,14934,13346,44887
3,13.00027831,77.55748301,Rajajinagar,68350,9827,10361,12282,12626,14254,15466,14350,45032
3,12.9997499,77.55609561,Rajajinagar,72010,9365,10075,11695,12369,14591,14918,13498,45186
3,13.00083394,77.55610671,Rajajinagar,87300,9163,9783,11411,11774,14363,14655,13410,45004
3,13.00002363,77.55582202,Rajajinagar,53700,9386,10174,11552,12086,14204,14568,12988,45077
3,12.99974173,77.55692472,Rajajinagar,52000,9223,9909,11370,12011,14095,14681,13248,45123
3,13.00026741,77.5585885,Rajajinagar,81500,9292,9937,11196,11582,13538,14437,13498,45095
3,12.99973629,77.55747746,Rajajinagar,50000,9095,9554,11148,11378,13878,14299,13243,45198
3,12.999468,77.55719831,Rajajinagar,53700,9258,9743,11548,11814,13925,14239,13318,45220
3,13.00053025,77.55942038,Rajajinagar,52000,9367,10073,11750,12239,13933,14535,13565,44712
3,13.00242459,77.55971621,Malleshwaram,72400,7940,9397,13388,13815,17129,17671,15938,43663
3,13.0027065,77.5586135,Rajajinagar,50000,10059,10842,13117,13403,15736,16551,14943,43815
3,13.00187984,77.55998702,Malleshwaram,53700,4039,6216,10531,10834,13907,14731,13736,44104
3,12.99872371,77.57764388,Malleshwaram,53700,8882,9608,11287,11484,13025,13376,12017,44743
3,12.99845545,77.57736472,Malleshwaram,50900,8706,9358,10859,11055,12629,13012,12023,44796
3,12.99791618,77.57708276,Malleshwaram,50000,8805,9098,10269,10310,12319,12955,12183,44851
3,12.99764518,77.57707996,Malleshwaram,71700,8287,8639,9667,9501,10662,10586,10078,44850
3,12.9973632,77.57818262,Malleshwaram,79300,8604,9243,10662,10925,13029,12999,11925,44723
3,12.99790521,77.57818822,Malleshwaram,70000,8729,9146,10643,10894,13149,14026,13239,44758
3,12.99871822,77.57819661,Malleshwaram,50900,8939,9686,11582,11880,14059,14882,13230,44658
3,12.99791069,77.57763549,Malleshwaram,50900,8981,9350,10448,10601,12758,13435,12303,44848
3,12.99926847,77.57737312,Malleshwaram,72400,7368,8359,10032,10258,12257,11648,10766,44314
3,12.99846094,77.57681199,Malleshwaram,55900,9393,10077,11571,11804,13881,13993,12667,44884
3,12.99791893,77.5768064,Malleshwaram,51100,8785,9091,9927,9861,11445,12068,11358,44774
3,12.99737691,77.5768008,Malleshwaram,70000,7848,8180,9313,9154,9974,9761,9242,44791
3,12.99709768,77.57762709,Malleshwaram,72010,8113,8785,10220,10324,11333,11128,10282,44859
3,12.99763969,77.57763269,Malleshwaram,71700,8590,9157,10321,10428,12935,12501,11190,44863
3,12.99844173,77.57874654,Malleshwaram,81500,10413,11006,12557,12857,14704,14388,12653,44527
3,12.99953398,77.57792865,Malleshwaram,53700,8668,9809,11686,12058,13903,14071,12344,44099
3,12.99899197,77.57792305,Malleshwaram,62000,7749,8521,10474,10514,12086,12488,11531,44634
3,12.99817072,77.57874374,Malleshwaram,80000,9141,9881,11106,11348,13364,12958,11690,44556
3,12.99844722,77.57819381,Malleshwaram,80000,9124,9774,11385,11679,14049,14529,13355,44693
3,12.99789972,77.57874094,Malleshwaram,80000,9114,9626,10983,11223,13406,13657,12874,44556
3,12.99763146,77.57846178,Malleshwaram,59000,8638,9166,10593,10640,13267,13833,12853,44633
3,12.99709493,77.57790346,Malleshwaram,50000,8266,8960,10362,10536,11598,11285,10610,44835
3,12.9987292,77.57709116,Malleshwaram,70000,8373,9202,10851,11008,12881,12817,11574,44759
3,12.99927395,77.57682039,Malleshwaram,71700,8119,9153,10887,11049,12707,11842,10725,44419
3,12.99952849,77.57848138,Malleshwaram,80000,9195,10239,12032,12375,14540,14019,12646,44114
3,12.99925474,77.57875494,Malleshwaram,55900,7910,8843,10466,10618,11995,11744,11105,44142
3,12.99898099,77.5790285,Malleshwaram,51100,7483,8298,10092,10156,11829,11149,10444,44338
3,12.96886453,77.60939326,MG Road,58500,9119,9693,11077,11586,13430,14472,13340,44778
3,12.96914108,77.60884344,MG Road,80000,9273,9922,11422,11874,13717,14314,13209,44863
3,12.96914385,77.60856711,MG Road,80000,9091,9514,10885,11165,12879,13693,12933,44889
3,12.96887562,77.60828796,MG Road,72400,8952,9388,10604,11080,13200,13920,12779,44846
3,12.96861016,77.60773249,MG Road,50900,8749,9249,10267,10553,13014,13808,12415,44926
3,12.96832253,77.60938761,MG Road,59000,9478,9955,11184,11523,13389,13791,13078,44867
3,12.96805708,77.60883214,MG Road,50000,8833,9279,10516,10855,12742,13464,12367,44843
3,12.96833639,77.60800599,MG Road,71700,9148,9531,10715,10950,12760,13922,12922,44919
3,12.96860185,77.60856146,MG Road,52000,9458,9908,11054,11393,13250,14004,12954,44866
3,12.96859353,77.60939044,MG Road,62000,9412,10016,11184,11382,13341,14444,13216,44827
3,12.96887008,77.60884061,MG Road,53700,9624,10151,11517,11918,13550,14088,13233,44782
3,12.96968584,77.60857277,MG Road,80000,9250,9545,10534,10698,13566,13933,12818,44755
3,12.9694093,77.60912259,MG Road,70000,9248,9834,11173,11647,13557,14470,13394,44697
3,12.96913276,77.60967241,MG Road,71700,8925,9259,10526,10753,13149,13438,12573,44767
3,12.96941207,77.60884626,MG Road,80000,9097,9659,10947,11381,13212,13780,12917,44809
3,12.96914939,77.60801446,MG Road,81500,9190,9437,10718,10815,12695,13602,12916,44974
3,12.96751508,77.60882649,MG Road,50900,9069,9463,10611,10975,12926,13602,12984,44671
3,12.96915493,77.60746181,MG Road,70000,9218,9589,10923,10853,13262,13479,12553,45064
3,12.9688867,77.60718267,MG Road,70000,8848,9360,10556,10955,13165,14032,12534,44945
3,12.96970247,77.60691481,MG Road,52000,9520,10278,11322,11733,13571,14848,13637,44982
3,12.92983783,77.60926323,BTM Layout,52000,8758,9299,10710,10723,12212,12668,11998,44432
3,12.92848835,77.60869659,BTM Layout,80000,9883,10442,11998,12197,14328,15337,13607,43873
3,12.92767811,77.60841186,BTM Layout,53700,11343,11764,14409,15517,19145,19673,17236,42761
3,12.92740159,77.6089616,BTM Layout,79300,6929,7036,10299,11306,15040,16403,14469,42729
3,12.92713335,77.60868251,BTM Layout,55900,12372,13093,15446,16746,19616,20886,18071,42479
3,12.92794359,77.60896723,BTM Layout,58500,4382,4857,9152,8799,12024,13191,12018,43184
3,12.92849111,77.60842031,BTM Layout,52000,9176,9533,11080,10852,12709,13920,12854,43835
3,12.92523911,77.60838652,BTM Layout,67020,9642,11016,12028,12584,16864,17375,16079,44574
3,12.92551011,77.60838933,BTM Layout,72010,12081,12092,15367,15433,18532,19112,17363,44148
3,12.92957235,77.60870785,BTM Layout,71700,8794,9346,10717,10696,12125,12087,11152,44392
3,12.92929859,77.60898132,BTM Layout,80000,8658,9257,10815,10876,12270,12061,11320,44368
3,12.92903312,77.60842594,BTM Layout,50000,9431,9852,11370,11398,13129,14097,13136,44230
3,12.92902759,77.6089785,BTM Layout,50900,8738,9330,10998,11083,12884,13081,12125,44265
3,12.91955362,77.60777487,BTM Layout,51100,8726,8995,10233,10137,11196,11412,10905,44451
3,12.91955638,77.6074986,BTM Layout,59000,9073,9396,10677,10739,12123,13141,12615,44475
3,12.91955914,77.60722233,BTM Layout,71700,9195,9813,11342,11732,13433,14453,13789,44496
3,12.91901714,77.60721671,BTM Layout,71700,9081,9581,10966,11240,12671,12810,11720,44353
3,12.91847238,77.60748735,BTM Layout,67020,9030,9502,10893,11061,12400,12518,12162,43845
3,12.91875166,77.60666135,BTM Layout,59000,8218,8905,10295,10382,11414,10820,10138,44022
3,12.91821242,77.60637946,BTM Layout,72400,8686,9209,10832,10914,12629,13323,12536,43583
3,12.91793038,77.60748172,BTM Layout,51100,8701,9561,11205,11465,13731,13090,11771,43414
3,12.92039972,77.60446805,BTM Layout,52000,9259,9779,11132,11513,12996,13580,12925,44599
3,12.91957845,77.60528844,BTM Layout,50000,8420,9110,10652,10870,11758,11308,10500,44487
3,12.92092518,77.60613131,BTM Layout,81500,8817,9274,10904,10956,14576,13925,12814,44497
3,12.92011494,77.6058466,BTM Layout,79300,8261,8857,10285,10238,10871,10807,10106,44458
3,12.91983842,77.60639633,BTM Layout,71700,8591,9125,10737,10884,12471,12483,11649,44469
3,12.91930193,77.60583817,BTM Layout,58500,8690,9130,10662,10556,11662,11286,10661,44399
3,12.99816798,77.5790201,Malleshwaram,62000,8783,9390,10570,10609,12084,11383,10570,44437
3,12.99762597,77.57901451,Malleshwaram,72010,8133,8815,10304,10458,11941,11410,10574,44457
3,12.99762322,77.57929087,Malleshwaram,78900,7378,8189,9912,10039,11299,11281,10479,44312
3,12.99762322,77.57929087,Malleshwaram,67020,7378,8189,9912,10039,11299,11281,10479,44312
3,12.99789697,77.5790173,Malleshwaram,67020,8374,8982,10050,10176,11573,11037,10450,44529
3,12.99708945,77.57845618,Malleshwaram,53700,8449,9239,10728,10952,12241,12167,11314,44607
3,12.99682667,77.5776243,Malleshwaram,70000,7747,8359,9517,9530,10510,10037,9538,44857
3,12.99683216,77.57707157,Malleshwaram,78900,7965,8462,9661,9529,10375,9900,9392,44889
3,12.97530702,77.53345934,Rajajinagar,68350,21809,22237,23129,23706,25510,23350,20877,41368
3,12.97611198,77.53429663,Rajajinagar,70000,20582,21096,22080,22422,23881,22399,19689,41595
3,12.97611737,77.53374393,Rajajinagar,72010,17828,17897,20599,20305,22587,21252,18983,41517
3,12.97584097,77.53429388,Rajajinagar,58500,21246,22153,22663,23310,25369,24176,21677,41456
3,12.97638031,77.53457572,Rajajinagar,52000,15234,15608,17368,17235,20138,18903,16846,42028
3,12.97638839,77.53374667,Rajajinagar,53700,18052,19436,20209,21174,22769,21695,19030,41756
3,12.97638569,77.53402302,Rajajinagar,71700,20995,21987,22029,22563,24505,22199,19902,41762
3,12.97341529,77.53288743,Rajajinagar,52000,11490,12164,15208,15370,19075,18433,16157,42576
3,12.97342337,77.5320584,Rajajinagar,78900,11161,11718,13697,15337,18814,18785,16443,43690
3,12.97315235,77.53205565,Rajajinagar,70000,14113,14087,16701,17638,21164,20266,17910,43474
3,12.97423103,77.53261932,Rajajinagar,50000,12260,12583,15069,16412,19892,20188,17081,42452
3,12.973689,77.53261383,Rajajinagar,51100,14487,14804,17078,18195,21397,21402,18210,42803
3,12.97152626,77.53203919,Rajajinagar,52000,9331,10049,11583,12067,14218,14474,13132,44254
3,12.97206022,77.53287371,Rajajinagar,52000,5465,6450,8067,10116,14723,14662,12858,43045
3,12.97312543,77.53481911,Rajajinagar,59000,5481,7603,11123,11861,14190,15170,13821,43951
3,12.9725834,77.53481361,Rajajinagar,71700,8444,9184,11214,11657,14470,14717,13426,44136
3,12.97176766,77.53508172,Rajajinagar,50900,9625,10400,12228,12753,14347,14948,13791,44467
3,12.91875993,77.60583254,BTM Layout,50000,8586,8884,9963,9752,11583,11773,11203,44291
3,12.9187682,77.60500373,BTM Layout,79300,8245,9111,10623,10840,11729,10944,10216,44452
3,12.92849388,77.60814403,BTM Layout,87300,9032,9504,11203,11288,13201,13746,12728,43819
3,12.92822288,77.60814121,BTM Layout,71700,6303,6367,11761,11445,14978,15926,14275,43459
3,12.92876764,77.60787056,BTM Layout,59000,9449,10023,11572,11749,13409,13943,12904,44122
