Class,latitude,longitude,Location,Guidance Value(Rs. per square meter.),Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8
0,12.92859307,77.6252761,Koramangala,163000,8616,8987,10233,10627,13489,13436,11828,43803
0,12.92967984,77.62501116,Koramangala,177000,8283,8712,9743,9655,12251,12106,10548,43946
0,12.92914062,77.62472921,Koramangala,163000,8121,8487,9624,9629,12130,11806,10393,43830
0,12.92912672,77.6261106,Koramangala,205000,8833,9385,10616,11324,14214,14170,12038,44130
0,12.93023573,77.62363544,Koramangala,482300,8270,8498,9718,9465,11402,10109,9408,44006
0,12.93023851,77.62335916,Koramangala,205000,8167,8319,9488,9203,10835,9917,9348,44005
0,12.93023851,77.62335916,Koramangala,156030,8167,8319,9488,9203,10835,9917,9348,44005
0,12.92996751,77.62335632,Koramangala,278600,8191,8668,9459,9486,11040,10574,9545,43900
0,12.92969373,77.62362977,Koramangala,204300,8115,8360,9670,9294,11896,10589,9626,43889
0,12.93077494,77.62391738,Koramangala,163000,8501,8585,9806,9376,10984,10084,9581,44054
0,12.92885016,77.62666031,Koramangala,156030,9080,9432,11131,11175,15950,14681,12680,43890
0,12.92858195,77.6263812,Koramangala,156030,8161,8546,9788,9801,15506,13065,10869,43728
0,12.92908497,77.63025474,Koramangala,286020,8607,8797,10128,10206,13460,13124,11889,44272
0,12.92827477,77.62996995,Koramangala,162500,8644,9083,10222,10160,15622,14049,11668,44361
0,12.92587477,77.62607658,Koramangala,263700,9786,10037,11136,10844,13580,13017,12036,42793
0,12.92643344,77.6244246,Koramangala,482300,9118,9650,11779,11647,13442,13695,12537,42223
0,12.92698376,77.62360145,Koramangala,205000,7265,7772,10399,10062,12346,12120,10571,42346
0,12.92780231,77.62305739,Koramangala,344500,7609,8045,9147,9012,10731,10065,9320,43441
0,12.92834708,77.62278678,Koramangala,204300,7443,7796,9004,8699,10666,9511,8822,43558
0,12.92888908,77.62279244,Koramangala,203000,8155,8465,9696,9573,11283,10382,9660,43783
0,12.98598097,77.57806512,Malleshwaram,482300,16696,16780,18820,19307,22586,22118,19434,41562
0,12.98597,77.57917052,Malleshwaram,390040,10083,9833,13804,13785,17262,16487,14388,41246
0,12.98570173,77.57889138,Malleshwaram,270000,14715,15022,16156,16914,20684,19190,17199,41210
0,12.98675831,77.58166607,Malleshwaram,482300,8426,10497,13345,13794,17887,17024,15528,43350
0,12.98732502,77.57918451,Malleshwaram,270000,8958,9349,10566,10573,14547,13504,12207,43639
0,12.98541976,77.57999398,Malleshwaram,390040,19021,19473,19985,20810,23052,21657,18541,40989
0,12.9856935,77.57972043,Malleshwaram,205000,16865,16825,18241,18111,21036,19757,17265,40999
0,12.98541701,77.58027033,Malleshwaram,278600,19323,19951,20532,21312,24631,22352,19921,41435
0,12.9853923,77.58275746,Malleshwaram,286020,8283,8909,10779,10376,13302,13389,12243,43392
0,12.98431103,77.58246991,Malleshwaram,390040,7673,8192,9315,9049,10850,10190,9704,44702
0,12.97865833,77.57854234,Malleshwaram,177000,9089,9556,11077,11147,12986,13524,12522,44793
0,12.97866107,77.57826599,Malleshwaram,263700,9411,9754,10913,11044,13677,13664,12714,44794
0,12.97865011,77.57937136,Malleshwaram,286020,9570,10078,11672,11791,14647,15290,13996,44679
0,13.00788841,77.5827138,Malleshwaram,263700,8928,9545,10935,11115,12657,11344,9958,44065
0,13.00789391,77.58216105,Malleshwaram,177000,9389,9486,11008,10700,14282,13069,11361,44097
0,13.00762291,77.58215825,Malleshwaram,482300,9029,9659,10656,11085,14142,13614,12023,44090
0,13.00789391,77.58216105,Malleshwaram,286020,9389,9486,11008,10700,14282,13069,11361,44097
0,13.00815941,77.5827166,Malleshwaram,270000,8436,8971,10206,10159,11897,10278,9183,43873
0,13.00843317,77.58244304,Malleshwaram,162500,8272,8694,9856,10039,12275,11435,10124,43915
0,13.00789666,77.58188468,Malleshwaram,263700,8876,9165,10265,10248,13604,12962,11513,44000
0,13.0073629,77.58104995,Malleshwaram,162500,8899,9168,10532,10446,14193,14659,13258,44064
0,13.0070919,77.58104715,Malleshwaram,163000,8374,8942,9973,10039,14153,13715,11586,44051
0,13.0070974,77.5804944,Malleshwaram,205000,8957,9305,10480,10793,13734,13770,12009,44177
0,13.00710015,77.58021803,Malleshwaram,163000,8716,8953,10164,10117,15079,14110,12001,44149
0,13.00763941,77.58050001,Malleshwaram,177000,9003,9515,10664,11014,14799,13403,11710,44254
0,13.00788291,77.58326655,Malleshwaram,270000,8056,8392,9660,9383,11307,10299,9481,43997
0,13.00841941,77.58382491,Malleshwaram,204300,7382,7781,8995,8827,10567,9619,8950,43827
0,13.01172097,77.5788838,Malleshwaram,163000,8883,9668,10929,11542,13883,13171,11507,44102
0,13.01200022,77.57805747,Malleshwaram,270000,9652,10269,11547,12614,15467,15057,12451,44200
0,13.01173196,77.57777829,Malleshwaram,482300,9387,9809,11108,11452,15037,15366,14195,44139
0,13.01226573,77.57861303,Malleshwaram,482300,8634,9061,10269,10345,14114,13293,11349,44225
0,13.01172647,77.57833104,Malleshwaram,162500,8871,9224,10861,10766,15931,14126,11759,44148
0,13.01172921,77.57805466,Malleshwaram,162500,9230,9591,11239,11271,14908,14362,13670,44152
0,13.01145546,77.57832824,Malleshwaram,203000,8215,8763,9902,9945,15698,13360,11290,44114
0,13.00706989,77.58325813,Malleshwaram,177000,8173,8702,9776,9831,12283,10900,9758,44111
0,13.00652789,77.58325251,Malleshwaram,286020,7825,8301,9446,9289,12000,10375,9377,44139
0,13.00625963,77.58297333,Malleshwaram,390040,8760,9040,10410,10717,12686,11771,10204,44151
0,13.00598863,77.58297053,Malleshwaram,344500,8923,9244,10531,10708,12989,11769,10562,44337
0,13.00572038,77.58269135,Malleshwaram,203000,8599,8711,9799,9445,13523,11960,10346,44334
0,13.00571487,77.58324409,Malleshwaram,163000,7921,8381,9432,9490,11647,10563,9490,44407
0,13.00625138,77.58380245,Malleshwaram,204300,8094,8500,10060,9690,11059,9960,9484,44163
0,13.00598037,77.58379964,Malleshwaram,278600,8382,9070,10339,10461,11240,10902,10146,44368
0,13.00570937,77.58379684,Malleshwaram,270000,8236,8751,9909,9860,11232,10415,9740,44369
0,12.92881676,77.62997563,Koramangala,390040,9118,9498,10858,11162,14413,14891,13552,44373
0,12.9285402,77.63052534,Koramangala,203000,8279,8677,10112,9924,14446,13097,11154,44364
0,12.92935875,77.6299813,Koramangala,205000,8782,9248,10433,10884,14371,13959,11918,44359
0,12.92936432,77.62942875,Koramangala,156030,9125,9537,11016,11138,13458,13622,12535,44397
0,12.92909333,77.62942591,Koramangala,286020,9357,9928,11396,11628,14121,14385,13183,44423
0,12.92880562,77.63108073,Koramangala,156030,8257,8821,9865,9997,13034,12395,10957,44427
0,12.92935875,77.6299813,Koramangala,162500,8782,9248,10433,10884,14371,13959,11918,44359
0,12.92909054,77.62970219,Koramangala,344500,8670,9013,10350,10387,14657,14197,12710,44382
0,12.92854298,77.63024906,Koramangala,162500,8691,9034,10453,10277,15369,13987,11981,44330
2,13.00341862,77.62302087,Indiranagar,120000,9504,10075,11360,11751,14476,15080,13612,45092
2,13.00315042,77.62274166,Indiranagar,111450,8981,9362,10503,10779,13740,14134,12806,45076
2,13.00287943,77.62273881,Indiranagar,122000,8535,8840,9913,9883,13568,13582,12180,44993
2,13.00260284,77.62328868,Indiranagar,100000,8873,9295,10777,11075,13034,14086,13419,44913
2,13.00260005,77.62356504,Indiranagar,97000,8997,9517,11136,12045,14672,14682,13418,44871
2,13.00259726,77.6238414,Indiranagar,95000,9068,9587,11197,11460,14615,15116,13713,44821
2,13.00286546,77.62412061,Indiranagar,111450,8236,8737,10334,10174,14948,12802,11088,44728
2,13.00205806,77.62355934,Indiranagar,100000,8680,9189,10768,10788,14503,13920,12409,44749
2,13.00394944,77.62413201,Indiranagar,90000,9235,9936,11023,11623,14356,15326,14109,44674
2,13.00258887,77.62467047,Indiranagar,100000,8821,9455,10634,11016,15047,13829,11910,44705
2,13.0015021,77.62493543,Indiranagar,100400,9756,10315,12591,12575,15275,16400,15573,44588
2,13.00150769,77.62438271,Indiranagar,120000,8496,9212,10841,11774,15693,14523,12210,44494
2,13.00367006,77.62495823,Indiranagar,100400,8962,9771,10865,11612,15142,15048,12818,44406
2,13.003427,77.62219179,Indiranagar,95000,9997,10502,12270,13039,15654,16753,15097,45108
2,13.00288501,77.62218609,Indiranagar,120000,9054,9457,10687,10978,14196,13587,12161,44961
2,13.00207202,77.62217755,Indiranagar,97000,8874,9374,10835,11399,15242,13828,12533,44762
2,13.00179824,77.62245106,Indiranagar,95000,9315,9821,11382,11769,14420,13916,12653,44704
2,13.00151607,77.62355364,Indiranagar,94800,8910,9526,10912,11073,14343,13276,11750,44531
2,13.00097966,77.62299523,Indiranagar,100000,8595,9001,10489,10581,14794,13343,11769,44678
2,13.00125904,77.62216901,Indiranagar,95000,8757,9362,10826,10942,13935,13565,12066,44658
2,13.00527825,77.5998234,Malleshwaram,150000,23888,24316,25100,25501,27176,25676,23076,40896
2,13.00527271,77.60037613,Malleshwaram,100400,22760,23271,24194,24886,26988,26217,23178,41703
2,13.00472794,77.60064685,MG Road,122000,15230,15969,17246,17587,20810,19354,16946,41908
2,13.00473901,77.59954138,Malleshwaram,94800,20526,20771,21075,21212,23386,20320,17833,40501
2,13.00553263,77.60148442,MG Road,122000,9472,10104,11950,12335,14955,15291,14425,44410
2,13.00580917,77.60093451,Hebbal,150000,9443,10203,11792,12355,15001,15465,13887,43612
2,13.00581471,77.60038178,Malleshwaram,111450,14446,15094,17514,17819,20624,20843,17751,42354
2,13.00528378,77.59927066,Malleshwaram,94800,22409,23042,23668,24394,26904,24945,22285,40665
2,13.00474178,77.59926502,Malleshwaram,100400,19664,20065,20180,20674,23366,20525,18183,40561
2,13.00582025,77.59982904,Malleshwaram,150000,19347,19989,21312,21488,23789,21939,19321,41393
2,13.00502109,77.59843874,Malleshwaram,97000,15381,15685,16008,17154,20987,19434,16799,40827
2,13.00501278,77.59926784,Malleshwaram,97000,22031,22216,22772,23117,25678,23108,20860,40573
2,13.00690702,77.59956397,Hebbal,122000,4393,6701,11660,11867,16095,15694,13812,42545
2,13.00637055,77.59900559,Malleshwaram,90000,16081,15901,17287,17622,21020,19450,17520,41093
2,13.00635948,77.60011106,Hebbal,100400,10767,11331,13984,14160,17457,18253,16371,42559
2,13.00662217,77.60094299,Hebbal,95000,9527,9927,11545,11649,14984,15546,14239,44071
2,13.00635394,77.6006638,Hebbal,100000,8833,9479,11538,11965,14975,15775,14535,43506
2,13.00607463,77.60149007,Hebbal,95000,9366,9956,11629,11906,14893,15599,14396,44616
2,13.00526717,77.60092886,MG Road,94800,9689,10748,13210,13565,17207,17252,15421,43260
2,13.00582855,77.59899994,Malleshwaram,105200,18907,19360,20347,20821,24142,22609,20125,40911
2,12.91321378,77.64528426,HSR Layout,100000,39681,40450,39569,40122,40515,32526,28170,39687
2,12.91321098,77.64556052,HSR Layout,100400,40378,41211,40502,41000,41514,33821,29255,39710
2,12.91293439,77.64611017,HSR Layout,111450,40038,41094,40639,41404,42361,35021,29416,39647
2,12.91267459,77.6450023,HSR Layout,94800,38920,39602,39381,39691,39667,32677,27719,39811
2,12.9126606,77.64638358,HSR Layout,150000,38996,40118,40026,40778,41980,34319,28588,39732
2,12.9126578,77.64665983,HSR Layout,122000,38013,38910,38543,39468,40729,32838,27064,39754
2,12.9123924,77.64610447,HSR Layout,122000,40974,42135,42096,43122,44259,37122,31170,39789
2,12.9123952,77.64582821,HSR Layout,122000,41890,42954,42965,43929,44769,38009,32302,39943
2,12.91295957,77.64362388,HSR Layout,150000,25820,25767,25240,25271,26037,20802,17143,39816
2,12.91323336,77.64335048,HSR Layout,122000,21616,21500,21943,21911,23695,19574,16462,39925
2,12.91296516,77.64307137,HSR Layout,97000,20834,21239,21777,22426,24682,21487,18004,39999
2,12.91242317,77.64306567,HSR Layout,111450,27196,27862,27923,28799,30943,27424,23983,40203
2,12.91187839,77.64333623,HSR Layout,111450,23457,23747,24485,24551,26016,22559,19111,41027
2,12.91079442,77.64332483,HSR Layout,120000,5661,5911,10938,11271,17801,15336,13411,43315
2,12.91080001,77.64277232,HSR Layout,120000,4147,4344,9482,9384,15836,14507,12735,43579
2,12.91026361,77.64221412,HSR Layout,100400,9077,10246,12458,12767,16744,15759,13804,43600
2,12.90970486,77.64386593,HSR Layout,95000,8631,9251,10823,10672,16058,13952,12042,44210
2,12.90971324,77.64303718,HSR Layout,100400,8486,9513,12045,12080,16381,16736,13228,44115
2,12.90971324,77.64303718,HSR Layout,122000,8486,9513,12045,12080,16381,16736,13228,44115
2,12.90969087,77.64524719,HSR Layout,95000,9298,9784,14214,14886,19644,18884,15956,43540
2,12.90914609,77.64551774,HSR Layout,100000,5672,6157,11389,11995,17354,17218,14963,44023
2,12.9091405,77.64607024,HSR Layout,111450,9569,10931,15330,15742,18811,19230,16643,43805
2,12.90942268,77.64496809,HSR Layout,100400,5688,7958,12086,12695,17142,16353,14089,44083
2,12.91023286,77.64525289,HSR Layout,100400,12443,12986,16576,17034,21029,19681,16806,42969
2,12.91023566,77.64497664,HSR Layout,97000,10683,11129,14704,15046,19925,19020,16176,43230
2,12.91021327,77.64718665,HSR Layout,97000,30987,31392,32002,33035,34976,33312,29858,41848
2,12.90940029,77.64717809,HSR Layout,100400,14575,14050,18095,19233,23255,23621,20263,43477
2,12.90966569,77.64773345,HSR Layout,111450,6350,6044,12685,13465,17719,17061,14618,43530
2,12.9091237,77.64772774,HSR Layout,95000,3217,4853,10341,10725,16335,15289,13611,44125
2,13.00341304,77.62357359,Indiranagar,94800,9691,10267,11660,12012,15508,15356,13790,45025
2,13.00423161,77.62302941,Indiranagar,120000,9012,9672,11224,11781,13824,15138,14146,44994
2,13.00423999,77.62220033,Indiranagar,94800,9874,10829,12570,13452,16045,16318,14619,44957
2,13.00257769,77.6257759,Indiranagar,100000,9254,9574,10927,10770,15290,15235,13646,44789
2,13.0017647,77.62576735,Indiranagar,120000,9198,9646,11128,11367,14257,14229,12677,44766
2,13.00204129,77.62521749,Indiranagar,90000,8788,9218,10890,11299,14814,15457,14393,44854
2,13.00043488,77.62326589,Indiranagar,95000,8514,8995,10314,10455,14646,14195,12503,44670
2,13.00366167,77.62578731,Indiranagar,94800,9053,9525,11153,11000,16800,14322,12308,44506
2,13.00366726,77.62523459,Indiranagar,94800,9274,9927,11211,11678,15635,14780,12637,44518
2,13.00447186,77.62607223,Indiranagar,120000,9712,10339,12151,12352,15617,15677,14323,44815
2,13.00446346,77.62690131,Indiranagar,95000,9296,9864,10979,11299,14131,13822,12410,44981
2,13.00419247,77.62689845,Indiranagar,122000,9757,10269,11179,11319,15003,15682,14677,44968
2,13.00474565,77.62579872,Indiranagar,95000,9239,10168,11996,12393,15610,15606,13728,44482
2,13.00475404,77.62496964,Indiranagar,120000,10265,10758,13162,14631,19111,19541,16958,44105
2,13.00501664,77.62580157,Indiranagar,100400,9137,9976,11884,12323,15588,15697,14007,44365
2,13.00502783,77.62469613,Indiranagar,100000,8003,8419,11237,12697,17467,18034,15839,43939
2,13.00557541,77.62414911,Indiranagar,105200,8829,9748,11874,12043,14118,14198,12687,43868
2,13.00503901,77.62359068,Indiranagar,111450,10388,11524,13084,13830,16339,16238,14200,44396
2,13.0050446,77.62303796,Indiranagar,111450,9990,10777,12558,12993,15603,15522,14321,44594
2,13.00449702,77.62358498,Indiranagar,97000,9035,9962,11459,12116,15533,15335,13521,44707
2,13.00612019,77.62387845,Indiranagar,122000,9599,10489,12409,12755,14952,14880,13221,43961
2,13.00585479,77.62332287,Indiranagar,122000,12250,13226,15243,15755,18733,18504,16545,43966
2,13.00559217,77.62249094,Indiranagar,100000,9943,10780,12947,13498,16940,17123,15223,44454
2,13.00556423,77.62525455,Indiranagar,105200,11390,12408,14338,14914,17908,17872,15831,43899
2,13.00611181,77.62470753,Indiranagar,100000,7915,8583,10675,10722,12548,12305,11013,43755
2,12.91290919,77.64859646,HSR Layout,120000,32050,33106,32339,32802,33962,28340,23715,39861
2,12.91318578,77.64804681,HSR Layout,100400,35797,36650,36080,36578,37530,30679,26532,39831
2,12.91345957,77.64777341,HSR Layout,90000,31948,32606,31693,31993,32802,24472,19844,39817
2,12.91426695,77.64833449,HSR Layout,95000,23630,23634,23077,23284,24840,19312,15530,39726
2,12.91428095,77.64695321,HSR Layout,150000,36135,36828,36081,36414,37053,30628,26061,39658
2,12.91209621,77.64858789,HSR Layout,90000,31430,31681,31275,31699,32643,27111,22011,40108
2,12.91128604,77.64830308,HSR Layout,90000,33741,34255,33619,34260,34934,30333,27491,40545
2,12.91099543,77.65023398,HSR Layout,100400,9398,10066,11697,11705,15095,15193,13690,43664
2,12.91019647,77.64884416,HSR Layout,95000,21547,22291,23651,24336,27125,25857,22810,42711
2,12.91181121,77.6499663,HSR Layout,97000,7019,8932,12917,12957,16473,16878,14870,43231
2,12.91343716,77.64998345,HSR Layout,94800,24736,25295,24986,25840,28298,24771,22700,40931
2,12.91371936,77.64888128,HSR Layout,120000,31234,31493,30624,30855,31593,25916,22200,39842
2,12.91425013,77.64999202,HSR Layout,95000,12031,12417,13778,14807,19483,18444,16159,40771
2,12.91425294,77.64971576,HSR Layout,97000,20538,21290,22020,22335,25012,22828,19699,40693
2,12.91288396,77.65108274,HSR Layout,100400,19401,19188,19730,19436,21477,17716,14900,40810
2,12.91206818,77.65135042,HSR Layout,95000,22143,22178,23292,23244,25322,21467,18596,41354
2,12.91396512,77.65137043,HSR Layout,97000,17476,16808,16843,16810,18799,15857,13546,39984
2,12.91314934,77.65163811,HSR Layout,111450,20794,20282,19115,18793,20295,15519,13262,39959
2,12.91451552,77.65054739,HSR Layout,97000,7910,7862,9902,10972,15790,15058,13358,40524
2,12.91479492,77.64972148,HSR Layout,95000,22051,22827,23235,23905,27416,25349,22044,40967
2,12.91480613,77.64861645,HSR Layout,95000,22548,22404,22594,22698,24302,19605,15998,39867
2,12.91481453,77.64778769,HSR Layout,122000,30887,31341,31158,31605,32704,27583,23362,39801
2,12.91402955,77.64501656,HSR Layout,105200,32997,33143,31911,32079,32332,24938,20389,39491
2,13.00358756,77.55171248,Rajajinagar,111450,9724,10343,11771,12244,14613,15217,13755,45071
2,13.00359299,77.55115973,Rajajinagar,111450,8781,9373,10321,10648,14288,14266,12473,45033
2,13.00277996,77.55115142,Rajajinagar,120000,9467,10057,11102,11423,13902,14069,12647,44813
2,13.00196421,77.55141948,Rajajinagar,111450,8941,9806,11029,11465,14081,13890,12423,44800
2,13.00197508,77.55031398,Rajajinagar,105200,8575,9007,10215,10137,13023,12444,11518,44866
2,13.00252253,77.54976677,Rajajinagar,100400,9246,9737,11151,11552,14291,14439,12606,44822
2,13.00306455,77.54977231,Rajajinagar,95000,9083,9372,11158,11081,13519,13534,12730,44741
2,13.00465801,77.55310545,Rajajinagar,100400,9137,10358,12034,12783,15475,16934,15130,44252
2,13.0038477,77.55282075,Rajajinagar,97000,9409,10244,11912,12658,15051,14807,13647,44878
2,13.00276909,77.55225691,Rajajinagar,100400,9179,9809,10975,11369,14114,14153,12586,44723
2,13.00116476,77.5500293,Rajajinagar,105200,10080,10832,12444,13281,14894,15685,14178,44965
2,13.0011729,77.54920018,Rajajinagar,105200,9040,9300,10879,10988,13088,13650,12409,44666
2,13.00440331,77.55144442,Rajajinagar,105200,8980,9611,11003,11285,12869,13410,12332,44844
2,13.00276093,77.55308603,Rajajinagar,111450,8725,9327,10755,11170,13269,13679,12790,44826
2,13.00356581,77.55392348,Rajajinagar,100400,9079,9979,11339,11541,15533,14477,12533,44696
2,13.00410783,77.55392903,Rajajinagar,90000,9400,10274,12254,12455,16528,15534,13178,44419
2,13.0027555,77.55363878,Rajajinagar,100400,9943,10316,12244,12151,14634,15401,14936,44897
2,13.0019479,77.55307772,Rajajinagar,97000,8831,9408,10555,10867,13050,13268,12407,44941
2,13.00520547,77.55255824,Rajajinagar,100400,8502,8990,10497,10540,14441,13751,12194,44318
2,13.00491814,77.55421372,Rajajinagar,100400,4667,6739,10309,10803,16139,13808,11691,44183
2,13.00444675,77.54702239,Rajajinagar,100400,11157,12026,14152,14563,17833,17189,15271,44063
2,13.00362829,77.54756684,Rajajinagar,105200,9577,10628,12829,13212,16561,15802,13788,43837
2,13.00282339,77.54672942,Rajajinagar,100400,1028,3047,8822,9518,14383,15667,14120,44181
2,13.00364999,77.54535583,Rajajinagar,122000,14156,14299,17124,17623,20682,20022,17430,42601
2,13.00391286,77.54618773,Rajajinagar,95000,10399,11375,14515,14727,18406,18566,15516,44029
2,13.00309983,77.54617943,Rajajinagar,120000,11150,11833,14345,15667,20461,19674,17316,43711
2,13.0044359,77.5481279,Rajajinagar,97000,12495,12908,15009,16068,20307,19963,17512,43507
2,13.00280983,77.54811129,Rajajinagar,100400,9795,10558,12373,12578,15456,14844,13103,44227
2,13.00551994,77.54813897,Rajajinagar,105200,8651,9389,11156,11553,13893,14349,12412,44540
2,13.00552808,77.54730983,Rajajinagar,97000,8909,9456,10722,10910,13695,13748,12360,44560
2,13.00553351,77.54675708,Rajajinagar,95000,9400,10029,11756,12051,14124,14867,13612,44724
2,13.00716772,77.54594454,Rajajinagar,111450,8903,9292,10771,10837,13389,13796,12906,44627
2,13.00772059,77.54484454,Rajajinagar,120000,8282,8946,9991,10275,13746,13169,11750,44584
2,13.00663112,77.54538625,Rajajinagar,122000,9017,9594,11087,11229,14204,14195,13176,44880
2,13.00582079,77.54510157,Rajajinagar,100000,7132,8138,12231,12006,15302,15645,14290,44466
2,13.00664196,77.54428073,Rajajinagar,150000,8747,9174,10804,10767,13759,13768,12513,44636
2,13.00769346,77.54760835,Rajajinagar,150000,8901,9414,10664,10763,13410,13666,12313,44816
2,13.00661756,77.54676814,Rajajinagar,94800,9039,9706,11296,11608,13808,14184,12956,44675
2,12.9335728,77.58802572,Jayanagar,97000,9177,9705,11035,11487,14460,14233,13084,44534
2,12.93305272,77.58580981,Jayanagar,100400,9688,10234,11210,11438,13983,13091,11725,44550
2,12.93548354,77.58666383,Jayanagar,150000,8952,9631,10687,11008,13119,12444,11326,44591
2,12.93493605,77.58721082,Jayanagar,97000,8850,9458,10567,11072,13143,13066,11482,44319
2,12.92766819,77.58216227,Jayanagar,95000,9085,9625,10979,11391,13696,14605,13195,44127
2,12.92415058,77.58157348,Jayanagar,90000,8666,9243,10957,11274,14448,14840,13480,43715
2,12.92385223,77.5843335,Jayanagar,111450,14335,14755,16932,17959,22565,22424,19375,42963
2,12.92574927,77.58435302,Jayanagar,100000,12669,13149,15939,16763,21171,21278,18401,42056
2,12.92684697,77.58298276,Jayanagar,100400,8578,9398,11174,11559,14260,14269,12744,43440
2,12.92632683,77.58076692,Jayanagar,95000,8848,9403,10555,10469,15507,13496,11481,43933
2,12.92604215,77.58214555,Jayanagar,122000,9577,10162,12249,12268,15861,16572,14188,42915
2,12.92334302,77.58101256,Jayanagar,95000,9875,10823,13056,13540,17318,16506,14278,43677
2,12.92198526,77.58127491,Jayanagar,111450,8658,9403,12210,12154,16169,15602,13577,43589
2,12.92251361,77.58266188,Jayanagar,122000,13447,13999,15801,16851,21107,20870,18483,42498
2,12.92277094,77.58404606,Jayanagar,95000,8856,10115,12453,13214,16168,16788,15533,43823
2,12.92275726,77.58542746,Jayanagar,100400,10904,11642,13237,13734,17153,16812,14626,44516
2,12.928473,77.58299949,Jayanagar,94800,9266,9402,10971,10509,13125,12138,11336,44018
2,12.92901501,77.58300507,Jayanagar,100400,8355,8712,9930,9840,12669,12196,11389,43957
2,12.92900133,77.5843865,Jayanagar,150000,8195,8699,10063,10070,11281,11510,10946,44047
2,12.92899038,77.58549164,Jayanagar,120000,8276,8586,9729,9453,10601,9888,9387,44136
2,12.92817737,77.58548327,Jayanagar,105200,8164,8545,9849,9613,10768,10183,9685,44072
2,12.92898217,77.5863205,Jayanagar,100000,8185,8628,9731,9584,10722,9872,9321,44254
2,12.92820473,77.58272042,Jayanagar,94800,9145,9739,10875,11432,13467,13872,12504,44163
2,12.92793099,77.58299392,Jayanagar,97000,8774,9202,10350,10284,12201,11631,10729,44030
2,12.91536772,77.64668837,HSR Layout,94800,32033,32737,31665,32471,33940,27739,22935,39620
2,12.91458832,77.64336473,HSR Layout,100400,22540,22540,22563,22748,24328,20540,17627,39973
2,12.91240919,77.64444694,HSR Layout,150000,35598,36171,34757,35188,35366,28526,24627,39805
2,12.91456034,77.64612729,HSR Layout,120000,35984,36678,35656,35980,36584,29834,26452,39544
2,12.91537612,77.6458596,HSR Layout,150000,27301,27531,27137,27186,28096,22485,18616,39639
2,12.91237841,77.64748574,HSR Layout,100400,34627,35295,34526,34960,35693,28865,24415,39801
2,12.91045625,77.64995202,HSR Layout,100000,8056,9139,11870,12013,14430,14655,13245,43801
2,12.91431733,77.64336188,HSR Layout,122000,20094,20004,20464,20614,22551,19109,16069,40000
2,12.91593489,77.64420776,HSR Layout,95000,25915,25879,24705,24939,26127,21060,18782,39767
2,12.91698807,77.64725801,HSR Layout,122000,27347,27877,27489,27987,29866,25996,22783,39986
2,12.91672828,77.64615013,HSR Layout,100400,27744,28102,25976,26675,28108,21856,18586,39756
2,12.91614147,77.65056454,HSR Layout,111450,9571,9366,11084,12137,16495,15329,13459,40915
2,12.91449588,77.65248117,HSR Layout,105200,17797,17355,17795,18036,20381,17654,15337,39762
2,12.90964328,77.64994345,HSR Layout,105200,6202,6726,9709,11222,16465,16892,14926,43891
2,12.91585926,77.6516667,HSR Layout,94800,15377,15508,15573,15989,19389,17196,15075,40303
2,13.00636502,77.59955833,Malleshwaram,120000,11663,11558,16097,16010,19979,19597,17280,41511
2,13.00609402,77.5995555,Malleshwaram,100000,19049,18796,21368,21319,23669,22458,19750,41214
2,13.00636779,77.59928196,Malleshwaram,122000,14684,14570,16743,16835,20572,19354,17114,41178
2,13.00450819,77.62247954,Indiranagar,100400,9759,10496,12144,12666,15319,15303,13653,44925
2,13.00505298,77.62220888,Indiranagar,122000,8533,9298,10844,11203,14602,14768,13137,44811
2,13.00478198,77.62220603,Indiranagar,97000,8844,9682,11237,11922,14782,15003,13048,44844
2,13.00477081,77.62331147,Indiranagar,111450,9048,10055,11643,12249,14539,14406,13075,44614
2,13.00396061,77.62302657,Indiranagar,111450,9321,9833,11181,11676,13560,14719,13480,45159
2,13.00368962,77.62302372,Indiranagar,97000,9579,10214,11478,12156,14389,15354,14209,45147
2,13.00422043,77.62413486,Indiranagar,100400,9098,9636,11113,11404,14808,14614,13387,44665
2,13.00421205,77.62496394,Indiranagar,95000,2230,2987,7964,8425,15073,14967,13114,44382
2,13.00475963,77.62441692,Indiranagar,90000,6469,6978,11128,11956,17091,17164,15309,44122
2,13.0039662,77.62247385,Indiranagar,120000,9339,10060,11699,12265,15058,15079,13960,45153
2,13.00397179,77.62192113,Indiranagar,100400,9346,9935,11631,12150,15608,15529,13671,44966
2,13.00339906,77.62495538,Indiranagar,120000,9436,9632,11420,11215,15568,14639,13021,44453
2,13.00367565,77.62440551,Indiranagar,95000,8918,9534,10902,11422,15702,15368,13160,44635
2,13.00393546,77.6255138,Indiranagar,95000,8799,9410,10657,10950,14345,13861,12008,44471
2,13.00447745,77.62551951,Indiranagar,150000,3534,6165,10823,11121,15880,15460,13586,44475
2,12.93143217,77.58524048,Jayanagar,97000,8956,9404,10776,10999,14391,13549,12211,44228
2,12.93142121,77.58634563,Jayanagar,100400,9140,9698,11357,11733,13720,13658,12423,44542
2,12.93115021,77.58634284,Jayanagar,95000,9033,9826,11454,11757,15397,15472,13725,44546
2,12.93115021,77.58634284,Jayanagar,94800,9033,9826,11454,11757,15397,15472,13725,44546
2,12.92925317,77.58632329,Jayanagar,111450,8531,8851,9937,9639,10972,10029,9334,44149
